834,76,3
834,95,3
834,117,2
834,130,4
834,147,5
834,151,2
834,152,5
834,162,5
834,163,5
834,166,5
834,339,5
834,340,5
834,358,3
834,421,4
844,39,4
844,76,5
844,95,5
844,162,4
844,339,4
844,344,4
844,354,5
844,358,3
844,392,4
844,402,3
854,80,4
854,95,1
854,117,3
854,163,4
854,182,4
854,219,3
854,257,3
854,283,3
854,381,4
854,416,3
864,42,4
864,76,3
864,95,3
864,108,1
864,110,1
864,152,4
864,162,5
864,163,4
864,166,5
864,339,4
864,344,5
864,354,4
864,358,3
864,366,5
864,392,3
864,402,4
864,421,4
824,258,4
824,231,4
824,152,3
824,151,4
824,130,4
824,108,4
824,80,4
824,76,3
824,49,3
824,45,3
824,42,3
824,41,4
824,31,3
824,30,3
824,21,4
824,17,4
824,9,5
814,421,3
814,416,4
814,405,2
814,381,4
814,354,3
814,339,2
814,283,3
814,276,3
814,258,3
814,254,1
814,231,3
814,219,3
814,198,3
814,182,3
814,130,3
814,117,3
814,44,3
814,1,4
794,421,3
794,416,5
794,405,3
794,402,3
794,392,5
794,381,4
794,358,3
794,354,5
794,340,4
794,339,5
794,163,5
794,162,5
794,152,3
794,151,4
794,147,5
794,130,5
794,117,3
794,110,4
794,95,4
794,80,5
794,76,2
794,49,5
794,45,5
794,44,5
794,42,4
794,1,2
764,421,2
764,416,5
764,402,2
764,392,4
764,381,5
764,358,4
764,354,5
764,340,2
764,339,4
764,291,5
764,276,5
764,219,5
764,182,5
764,181,5
764,166,5
764,163,5
764,162,5
764,152,3
764,151,2
764,130,5
764,95,5
764,76,5
764,49,3
764,45,5
764,44,4
764,42,4
764,39,4
764,1,5
754,421,3
754,416,3
754,405,4
754,402,4
754,392,4
754,381,4
754,366,2
754,358,2
754,354,5
754,344,5
754,340,1
754,339,5
754,291,4
754,258,3
754,241,3
754,198,3
754,182,3
754,181,4
754,166,4
754,163,4
754,162,5
754,151,5
754,147,5
754,130,4
754,121,4
754,117,4
754,95,5
754,80,4
754,76,4
754,39,5
754,31,3
754,30,3
754,21,2
754,17,3
754,9,3
754,1,4
734,416,3
734,405,3
734,358,5
734,339,4
734,198,3
734,182,3
734,166,5
734,163,5
734,95,5
734,80,3
734,76,5
734,49,2
734,44,5
734,41,3
734,39,5
734,31,5
734,21,5
734,17,3
724,392,2
724,358,4
724,354,3
724,344,3
724,340,5
724,339,4
724,291,4
724,283,3
724,166,3
724,162,3
724,130,3
724,95,2
724,76,1
724,49,3
724,44,3
724,39,3
714,358,5
714,339,4
714,241,5
714,162,4
714,151,4
714,147,3
714,130,4
714,110,4
714,95,4
714,76,4
714,39,4
704,402,5
704,392,5
704,381,5
704,358,4
704,344,3
704,340,4
704,339,4
704,95,5
684,421,3
684,416,3
684,402,2
684,392,5
684,381,5
684,358,4
684,354,4
684,344,3
684,340,3
684,339,5
684,182,3
684,181,4
684,166,4
684,162,4
684,152,3
684,151,2
684,147,5
684,130,3
684,95,4
684,76,3
684,45,4
684,44,4
674,421,3
674,402,4
674,344,3
674,166,5
674,163,4
674,152,3
674,147,5
674,95,3
674,80,4
674,44,4
664,402,3
664,392,3
664,358,1
664,354,5
664,344,5
664,340,3
664,339,5
664,166,4
664,162,5
664,152,3
664,95,4
654,421,4
654,392,4
654,358,1
654,354,5
654,344,4
654,339,5
654,166,4
654,162,5
654,152,4
654,110,1
654,95,2
644,416,5
644,405,4
644,402,4
644,392,5
644,381,5
644,358,5
644,354,4
644,344,5
644,340,5
644,339,5
644,166,5
644,163,4
644,162,4
644,152,5
644,147,5
644,130,5
644,121,3
644,110,4
644,108,3
644,95,5
644,80,4
644,76,4
644,49,3
644,44,3
644,42,4
644,39,4
624,402,2
624,392,4
624,381,1
624,358,3
624,354,2
624,344,5
624,340,5
624,339,5
624,198,4
624,182,3
624,181,3
624,166,5
624,163,4
624,152,5
624,151,5
624,130,2
624,121,1
624,110,5
624,108,5
624,80,5
624,76,5
624,44,5
624,42,3
624,41,4
624,39,2
624,30,1
624,21,4
624,17,1
624,9,2
624,1,1
614,162,5
614,152,3
614,147,4
614,110,4
614,95,4
614,76,5
614,44,4
614,41,2
614,39,4
614,21,3
614,1,4
604,421,4
604,358,4
604,354,4
604,162,5
604,152,3
604,110,3
604,95,4
604,39,5
594,402,3
594,392,5
594,358,4
594,339,5
594,276,1
594,219,1
594,182,1
594,152,5
594,147,3
594,95,5
594,76,5
584,402,4
584,358,3
584,354,5
584,340,3
584,339,5
584,291,5
584,151,2
584,147,4
584,121,2
584,95,1
574,402,4
574,392,5
574,381,5
574,358,4
574,344,4
574,339,4
574,241,5
574,163,5
574,162,4
574,121,3
574,95,5
574,45,5
574,39,4
574,1,5
564,416,5
564,402,3
564,358,2
564,354,5
564,339,3
564,291,5
564,283,5
564,231,1
564,182,5
564,166,4
564,162,5
564,152,1
564,147,2
564,130,3
564,108,3
564,95,5
564,44,5
564,39,5
564,31,5
